"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","CATEGORY_1_A","CATEGORY_2_A","REFERENCE_A","COMMENT_A","CATEGORY_1_B","CATEGORY_2_B","REFERENCE_B","COMMENT_B","CATEGORY_1_C","REFERENCE_C","COMMENT_C","CATEGORY_1_D","REFERENCE_D","COMMENT_D","CATEGORY_1_E","REFERENCE_E","COMMENT_E","ESM_AJS_FINAL_DECISION","DECISION_FINAL","GENERAL_CAT"
"Passeriformes","Passerellidae (New World Sparrows)","Zonotrichia leucophrys","White-crowned Sparrow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Passerellidae (New World Sparrows)","Zonotrichia albicollis","White-throated Sparrow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Passerellidae (New World Sparrows)","Spizella wortheni","Worthen's Sparrow","Person",NA,NA,"Charles Kimball Worthen","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Pelecaniformes","Threskiornithidae (Ibises and Spoonbills)","Platalea ajaja","Roseate Spoonbill","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Recurvirostridae (Stilts and Avocets)","Himantopus mexicanus","Black-necked Stilt","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Hirundinidae (Swallows)","Riparia riparia","Bank Swallow","Life History",NA,NA,"nests on banks","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Hirundinidae (Swallows)","Hirundo rustica","Barn Swallow","Life History",NA,NA,"associated with farms","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Hirundinidae (Swallows)","Petrochelidon pyrrhonota","Cliff Swallow","Life History",NA,NA,NA,"Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Hirundinidae (Swallows)","Tachycineta bicolor","Tree Swallow","Life History",NA,NA,NA,"Life History",NA,NA,"only uses trees for nesting; lives in various places",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Hirundinidae (Swallows)","Tachycineta thalassina","Violet-green Swallow","Both sexes physical trait",NA,"BOW","Definitive Basic aspect in female similar but not so brilliant in color","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Cygnus buccinator","Trumpeter Swan","Behavior",NA,NA,NA,"Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Caprimulgiformes","Apodidae (Swifts)","Cypseloides niger","Black Swift","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Caprimulgiformes","Apodidae (Swifts)","Chaetura pelagica","Chimney Swift","Life History",NA,NA,NA,"Behavior",NA,NA,NA,"Natural History","https://www.sirventcharlotte.com/blog/2019/june/how-did-the-chimney-swift-get-its-name-/","""Chimney swifts were given their name based on the fact that they are notorious for building nests in people’s chimneys. ""","Natural History",NA,"nests in cavities including chimneys","Natural History",NA,NA,NA,"Natural History","natural history"
"Caprimulgiformes","Apodidae (Swifts)","Chaetura vauxi","Vaux's Swift","Person",NA,NA,"William Sansom Vaux","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Caprimulgiformes","Apodidae (Swifts)","Aeronautes saxatalis","White-throated Swift","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Cardinalidae (Cardinals and Allies)","Piranga flava","Hepatic Tanager","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Cardinalidae (Cardinals and Allies)","Piranga olivacea","Scarlet Tanager","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Cardinalidae (Cardinals and Allies)","Piranga rubra","Summer Tanager","Life History",NA,NA,NA,"Life History",NA,NA,"I assume this is based on its heralding summer or similar, but I haven't found confirmation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Spatula discors","Blue-winged Teal","Female physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait","BOTW",NA,"Both sexes physical trait",NA,NA,NA,"Both sexes physical trait","physical trait"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Spatula cyanoptera","Cinnamon Teal","Male physical trait",NA,NA,"Dimorphic in size","Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Anas crecca","Green-winged Teal","Female physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait","BOTW","refers to speculum, present in both","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Onychoprion aleuticus","Aleutian Tern","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Sterna paradisaea","Arctic Tern","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Chlidonias niger","Black Tern","Both sexes physical trait",NA,NA,NA,"Male physical trait",NA,"BotW","Female is more gray overall. If naming bird based on female would probably not call it a 'Black tern'","Both sexes physical trait","BOTW","""Females not reliably identified by duller black underparts, even in hand""","Both sexes physical trait",NA,"black head in certain morphs","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Onychoprion anaethetus","Bridled Tern","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Perhaps referring to the dark mantle (constrasting the white underparts)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Hydroprogne caspia","Caspian Tern","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Sterna hirundo","Common Tern","General Descriptor",NA,NA,NA,"General Descriptor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Thalasseus elegans","Elegant Tern","General Descriptor",NA,NA,NA,"General Descriptor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Sterna forsteri","Forster's Tern","Person",NA,NA,NA,"Person",NA,NA,"Johann Reinhold Forster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Gelochelidon nilotica","Gull-billed Tern","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Sternula antillarum","Least Tern","Size",NA,NA,NA,"Size",NA,NA,"""New World"" small tern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Sterna dougallii","Roseate Tern","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Thalasseus maximus","Royal Tern","General Descriptor",NA,NA,NA,"General Descriptor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Onychoprion fuscatus","Sooty Tern","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Toxostoma bendirei","Bendire's Thrasher","Person",NA,NA,"https://birdnamesforbirds.wordpress.com/historical-profiles/profiles-a-z/bendire-charles/","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Toxostoma rufum","Brown Thrasher","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Toxostoma crissale","Crissal Thrasher","Both sexes physical trait",NA,NA,"""crissal"" = vent, refers to orangish wash under tail","Both sexes physical trait",NA,NA,"Crissal refers to vent/undertai covert area, which is rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Toxostoma curvirostre","Curve-billed Thrasher","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Toxostoma longirostre","Long-billed Thrasher","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Oreoscoptes montanus","Sage Thrasher","Life History",NA,NA,NA,"Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Turdidae (Thrushes and Allies)","Catharus minimus","Gray-cheeked Thrush","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Turdidae (Thrushes and Allies)","Ixoreus naevius","Varied Thrush","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Turdidae (Thrushes and Allies)","Hylocichla mustelina","Wood Thrush","Life History",NA,NA,NA,"Life History",NA,NA,"Lives in the woods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Baeolophus atricristatus","Black-crested Titmouse","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Baeolophus wollweberi","Bridled Titmouse","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Baeolophus bicolor","Tufted Titmouse","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Passerellidae (New World Sparrows)","Melozone aberti","Abert's Towhee","Person",NA,NA,NA,"Person",NA,NA,"James William Abert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Passerellidae (New World Sparrows)","Pipilo chlorurus","Green-tailed Towhee","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Meleagris gallopavo","Wild Turkey","General Descriptor",NA,NA,NA,"General Descriptor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Arenaria melanocephala","Black Turnstone","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Remizidae (Penduline-Tits)","Auriparus flaviceps","Verdin","Both sexes physical trait",NA,NA,"from French word for Yellowhammer, which it resembles","Time limit",NA,NA,"Only bird in genus Auriparus","Miscellaneous",NA,"""likely borrowed from a variant of French verdon, verdier in reference to the yellowish green hue""","Both sexes physical trait",NA,"from French name fo the superficially similar yellowhammer","Miscellaneous",NA,"Verdin translates to yellowhammer in French and serves both as a description of its head color and its foraging behavior (but I could see this being miscellaneous too)","Miscellaneous","Miscellaneous","human"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo bellii","Bell's Vireo","Person",NA,NA,"Named after John Graham Bell","Person",NA,NA,"John Graham Bell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo atricapilla","Black-capped Vireo","Both sexes physical trait",NA,NA,"Borderline, female head is a mix of dark grey/black but i think if you handed me this bird I'd potentially still name it this even if you just gave me a female since its so contrasty to the body and white eyering and a non trivial percentage of females (based on photos) are pretty dark","Both sexes physical trait",NA,NA,"Females are more grayish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo altiloquus","Black-whiskered Vireo","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo solitarius","Blue-headed Vireo","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo vicinior","Gray Vireo","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo huttoni","Hutton's Vireo","Person",NA,NA,"A few potential Huttons","Person",NA,NA,"William Hutton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo philadelphicus","Philadelphia Vireo","Geographic Location",NA,NA,NA,"Geographic Location",NA,"HBW","Species described from a specimen collected there during migration, despite its rarity there",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo olivaceus","Red-eyed Vireo","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo gilvus","Warbling Vireo","Behavior",NA,NA,"song","Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo griseus","White-eyed Vireo","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo flavoviridis","Yellow-green Vireo","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo flavifrons","Yellow-throated Vireo","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Cathartiformes","Cathartidae (New World Vultures)","Coragyps atratus","Black Vulture","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Cathartiformes","Cathartidae (New World Vultures)","Sarcoramphus papa","King Vulture","General Descriptor",NA,NA,NA,"General Descriptor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Cathartiformes","Cathartidae (New World Vultures)","Cathartes aura","Turkey Vulture","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Motacillidae (Wagtails and Pipits)","Motacilla alba","White Wagtail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"it is REALLY not that white. sexes similar?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Vermivora bachmanii","Bachman's Warbler","Person",NA,"Named after Revd. Dr John Bachman",NA,"Person",NA,NA,"John Bachman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Parulidae (New World Warblers)","Setophaga castanea","Bay-breasted Warbler","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga caerulescens","Black-throated Blue Warbler","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga nigrescens","Black-throated Gray Warbler","Male physical trait",NA,NA,NA,"Male physical trait","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga virens","Black-throated Green Warbler","Male physical trait",NA,NA,NA,"Male physical trait","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Vermivora cyanoptera","Blue-winged Warbler","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Female duller than male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga tigrina","Cape May Warbler","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,"First described",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga cerulea","Cerulean Warbler","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga pensylvanica","Chestnut-sided Warbler","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Oporornis agilis","Connecticut Warbler","Geographic Location",NA,NA,"named for collecting location","Geographic Location",NA,NA,"Named from migrant specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga chrysoparia","Golden-cheeked Warbler","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Vermivora chrysoptera","Golden-winged Warbler","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Female duller than male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga graciae","Grace's Warbler","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Parulidae (New World Warblers)","Setophaga occidentalis","Hermit Warbler","Behavior",NA,NA,"BotW says it was named for secretive behavior","Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga citrina","Hooded Warbler","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Geothlypis formosa","Kentucky Warbler","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga kirtlandii","Kirtland's Warbler","Person",NA,NA,"Named after Dr Jared Potter Kirtland","Person",NA,NA,"Jared P. Kirtland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Parulidae (New World Warblers)","Leiothlypis luciae","Lucy's Warbler","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Parulidae (New World Warblers)","Setophaga magnolia","Magnolia Warbler","Life History",NA,NA,"collected in magnolia tree, even though it doesn't actually breed or anything in them, being a boreal breeding bird","Life History",NA,NA,"Life history or behavior? First collected foraging in a magnolia, but this seems like less of a clear connection than something like a pine warbler which is really pine-associated. Still, I went with life history.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Parulidae (New World Warblers)","Geothlypis philadelphia","Mourning Warbler","Male physical trait",NA,NA,"named for male's hood, reminiscent of a mourning veil","Male physical trait",NA,"https://en.wikipedia.org/wiki/Mourning_warbler","The ""mourning"" in this bird's name refers to the male's hood, thought to resemble a mourning veil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Leiothlypis ruficapilla","Nashville Warbler","Geographic Location",NA,NA,"named for where Wilson saw it","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Peucedramidae (Olive Warbler)","Peucedramus taeniatus","Olive Warbler","Female physical trait",NA,NA,"neither the male or female look very olive to me so this name is a bit confusing. The scientific name means head band and the female has a color that could be olive on her head so I am going with female physical trait.","Both sexes physical trait",NA,NA,"Male breeding plumage lacks olive head, but alternate, immature, and female plumages olive","Time limit",NA,"Any reference to the Olive name","Both sexes physical trait",NA,"olive wing feathers","Female physical trait",NA,NA,"Both sexes physical trait","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Leiothlypis celata","Orange-crowned Warbler","Male physical trait",NA,NA,"female can have orange crown but not always","Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga palmarum","Palm Warbler","Life History",NA,NA,"for wintering habitat","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga pinus","Pine Warbler","Life History",NA,NA,NA,"Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga discolor","Prairie Warbler","Life History",NA,NA,"breeding habitat","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Parulidae (New World Warblers)","Protonotaria citrea","Prothonotary Warbler","Both sexes physical trait",NA,"The species was named for its plumage, which resembles the bright yellow robes of papal clerks (prothonotaries) in the Roman Catholic church.",NA,"Both sexes physical trait",NA,NA,"resembles yellow cloacks of prothonotaries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Cardellina rubra","Red Warbler","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Female can be slightly duller, more orange.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Cardellina rubrifrons","Red-faced Warbler","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Female face can be dark orange or ""flame scarlet"" rather than red.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Limnothlypis swainsonii","Swainson's Warbler","Person",NA,"Named after William Swainson",NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Parulidae (New World Warblers)","Leiothlypis peregrina","Tennessee Warbler","Geographic Location",NA,NA,"named for collecting location","Geographic Location",NA,NA,"Named from migrant specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga townsendi","Townsend's Warbler","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Parulidae (New World Warblers)","Leiothlypis virginiae","Virginia's Warbler","Person",NA,NA,NA,"Person",NA,NA,"Virginia Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
